tags,hasConnection,level1_tags,coded_tags,idauthor
"['L', 'D', 'M', 'J', 'C']","['p05209', 'p00175', 'p05496', 'p03171', 'p01391', 'p01496']","['E', 'L', 'D', 'O', 'H', 'I', 'Q', 'M', 'J', 'C', 'G', 'Z']",[1 1 1 0 1 1 1 1 0 1 1 0 1 0 1 0 1],p00226
"['L', 'I']",['p03722'],"['K', 'L', 'D', 'N', 'I']",[0 1 0 0 0 0 1 0 1 1 0 1 0 0 0 0 0],p00227
"['D', 'H']","['p01897', 'p01664']","['H', 'Z', 'D']",[0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1],p00229
"['L', 'D', 'O', 'F', 'H', 'R', 'Q', 'J']","['p04617', 'p01886', 'p01418', 'p04612', 'p04459']","['K', 'L', 'D', 'O', 'P', 'F', 'H', 'I', 'Q', 'R', 'J', 'C', 'G', 'Z']",[1 1 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1],p00230
"['F', 'D', 'C']","['p02157', 'p05026', 'p01900']","['L', 'D', 'F', 'J', 'C', 'G']",[1 1 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0],p00231
"['D', 'C']",[],"['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p00232
"['R', 'E', 'D', 'G']","['p03362', 'p04621', 'p00614', 'p00239', 'p05433', 'p05313']","['E', 'K', 'L', 'D', 'O', 'N', 'H', 'R', 'Q', 'G']",[0 1 1 0 1 1 0 0 1 1 0 1 1 0 1 1 0],p00233
"['G', 'E', 'D']","['p01743', 'p01488', 'p00520']","['E', 'L', 'D', 'O', 'P', 'H', 'R', 'C', 'G']",[1 1 1 0 1 1 0 0 0 1 0 0 1 1 0 1 0],p00234
"['E', 'D', 'J', 'C', 'G']","['p01361', 'p02015', 'p01777', 'p03454']","['E', 'D', 'J', 'C', 'G']",[1 1 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0],p00235
"['E', 'L', 'D', 'O', 'P', 'F', 'C']","['p04320', 'p04249', 'p04057', 'p03963', 'p00553', 'p04846', 'p01552', 'p00028', 'p04242', 'p04843', 'p02336', 'p01155']","['E', 'L', 'D', 'O', 'P', 'F', 'H', 'I', 'R', 'Q', 'M', 'J', 'C']",[1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 0],p00238
"['E', 'L', 'D', 'O', 'H', 'R', 'G']","['p04947', 'p05082', 'p00233', 'p01215', 'p03968', 'p04621', 'p00614', 'p03176', 'p03445', 'p05313', 'p03362', 'p01564', 'p01965', 'p02235', 'p05433', 'p01743', 'p01850', 'p02784', 'p01324']","['E', 'K', 'L', 'D', 'O', 'P', 'N', 'H', 'I', 'R', 'Q', 'J', 'C', 'G']",[1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 0],p00239
"['L', 'D', 'H', 'I', 'J', 'G']","['p04615', 'p02693', 'p02686', 'p00244', 'p00609', 'p05661', 'p00828', 'p00030']","['L', 'D', 'O', 'F', 'N', 'H', 'I', 'R', 'M', 'J', 'C', 'G']",[1 1 0 1 1 1 1 1 0 1 1 1 1 0 0 1 0],p00240
"['L', 'D', 'O', 'H', 'I', 'R', 'J', 'C', 'G']","['p02238', 'p00240', 'p01145', 'p04440', 'p03585', 'p00030', 'p02068', 'p05032', 'p03877', 'p02686', 'p01592', 'p03883', 'p03441', 'p04161', 'p02774', 'p04756', 'p00779', 'p02938', 'p02069', 'p00828', 'p00659', 'p02315', 'p03575', 'p02932', 'p03202', 'p03471', 'p03786']","['E', 'K', 'L', 'D', 'O', 'P', 'F', 'N', 'H', 'I', 'Q', 'R', 'M', 'J', 'C', 'G', 'Z']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],p00244
"['F', 'L', 'J', 'O']","['p03346', 'p01128']","['E', 'L', 'D', 'O', 'F', 'J', 'G']",[0 1 1 1 1 0 0 1 0 1 0 0 1 0 0 0 0],p00247
"['G', 'E', 'D']",['p02600'],"['G', 'D', 'H', 'E']",[0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0],p00248
"['I', 'H', 'O']",['p03750'],"['E', 'I', 'H', 'O']",[0 0 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0],p00249
['J'],"['p02755', 'p00311', 'p04369']","['E', 'L', 'D', 'O', 'R', 'J', 'C']",[1 1 1 0 0 0 0 1 0 1 0 0 1 0 0 1 0],p00252
"['L', 'D', 'O', 'N', 'Q']",['p04362'],"['K', 'L', 'D', 'O', 'N', 'H', 'Q', 'C', 'Z']",[1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 0 1],p00253
"['Q', 'I', 'O']","['p02296', 'p00014']","['D', 'O', 'I', 'Q', 'C']",[1 1 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0],p00255
"['E', 'O', 'N', 'I', 'J']","['p01998', 'p03641', 'p03658', 'p02459', 'p04622', 'p02618']","['E', 'L', 'D', 'O', 'N', 'I', 'R', 'M', 'J', 'G']",[0 1 1 0 1 0 1 1 0 1 1 1 1 0 0 1 0],p00257
"['E', 'D', 'H']",[],"['E', 'H', 'D']",[0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0],p00258
['Q'],['p05482'],"['Q', 'Z', 'C']",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1],p00259
"['J', 'O']","['p02207', 'p03294']","['K', 'L', 'D', 'O', 'H', 'I', 'M', 'J', 'C', 'Z']",[1 1 0 0 0 1 1 1 1 1 1 0 1 0 0 0 1],p00261
"['J', 'I']","['p03771', 'p01570']","['J', 'I']",[0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0],p00262
"['D', 'C']","['p00282', 'p04582', 'p02959']","['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p00265
['G'],"['p04673', 'p05458']",['G'],[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p00270
"['G', 'E', 'D']",[],"['G', 'D', 'E']",[0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p00274
['D'],"['p05223', 'p01767']","['G', 'L', 'D', 'C']",[1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],p00275
['G'],"['p00327', 'p04311']","['E', 'L', 'D', 'O', 'F', 'N', 'R', 'G']",[0 1 1 1 1 0 0 0 0 1 0 1 1 0 0 1 0],p00276
"['G', 'E']","['p03361', 'p01845', 'p03972']","['E', 'D', 'N', 'J', 'C', 'G']",[1 1 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0],p00277
['G'],"['p03126', 'p00950']","['G', 'E']",[0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p00278
"['Z', 'L', 'D', 'C']","['p03157', 'p04744', 'p01693', 'p03578']","['K', 'L', 'D', 'O', 'P', 'F', 'H', 'J', 'C', 'G', 'Z']",[1 1 0 1 1 1 0 1 1 1 0 0 1 1 0 0 1],p00279
"['M', 'K', 'J']","['p03926', 'p01291', 'p01925']","['K', 'L', 'D', 'F', 'H', 'R', 'M', 'J']",[0 1 0 1 0 1 0 1 1 1 1 0 0 0 0 1 0],p00281
"['D', 'C']","['p04582', 'p00265', 'p02959']","['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p00282
"['G', 'E']",[],"['G', 'E']",[0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p00283
"['E', 'D']",['p03583'],"['E', 'D']",[0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p00284
"['E', 'L', 'D', 'H', 'M', 'J', 'C']","['p03057', 'p04034', 'p05266', 'p03420', 'p05320', 'p03706', 'p05021']","['E', 'L', 'D', 'O', 'P', 'N', 'H', 'I', 'R', 'M', 'J', 'C']",[1 1 1 0 0 1 1 1 0 1 1 1 1 1 0 1 0],p00285
"['M', 'Z', 'L', 'D']","['p04677', 'p04089']","['K', 'L', 'D', 'M', 'J', 'Z']",[0 1 0 0 0 0 0 1 1 1 1 0 0 0 0 0 1],p00288
"['E', 'D', 'H', 'J']","['p00456', 'p01169', 'p04390']","['E', 'D', 'O', 'N', 'H', 'I', 'R', 'J', 'C', 'G']",[1 1 1 0 1 1 1 1 0 0 0 1 1 0 0 1 0],p00289
"['D', 'C']","['p02593', 'p00455']","['E', 'D', 'C', 'G', 'Z']",[1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1],p00292
"['G', 'D']","['p03256', 'p03260']","['E', 'L', 'D', 'O', 'H', 'J', 'C', 'G', 'Z']",[1 1 1 0 1 1 0 1 0 1 0 0 1 0 0 0 1],p00293
"['G', 'D', 'R', 'E']","['p01564', 'p03263', 'p03495', 'p02784', 'p00577']","['E', 'L', 'D', 'O', 'I', 'R', 'J', 'G']",[0 1 1 0 1 0 1 1 0 1 0 0 1 0 0 1 0],p00294
"['D', 'J']","['p04185', 'p01929']","['E', 'D', 'O', 'H', 'I', 'Q', 'M', 'J']",[0 1 1 0 0 1 1 1 0 0 1 0 1 0 1 0 0],p00297
"['D', 'K', 'J', 'I']",['p00626'],"['K', 'D', 'I', 'J', 'C']",[1 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0],p00298
"['D', 'H', 'J', 'I']","['p01157', 'p00687', 'p01949', 'p03294']","['E', 'K', 'L', 'D', 'O', 'F', 'H', 'I', 'R', 'M', 'J', 'C', 'Z']",[1 1 1 1 0 1 1 1 1 1 1 0 1 0 0 1 1],p00299
"['L', 'D', 'H', 'C', 'Z']","['p03754', 'p02624', 'p03910', 'p01039', 'p03714', 'p01578']","['L', 'D', 'O', 'P', 'H', 'Q', 'J', 'C', 'Z']",[1 1 0 0 0 1 0 1 0 1 0 0 1 1 1 0 1],p00300
"['L', 'D', 'O', 'F', 'H', 'G']","['p01601', 'p02911']","['L', 'D', 'O', 'F', 'H', 'G']",[0 1 0 1 1 1 0 0 0 1 0 0 1 0 0 0 0],p00303
['J'],['p04544'],"['E', 'L', 'D', 'M', 'J', 'G']",[0 1 1 0 1 0 0 1 0 1 1 0 0 0 0 0 0],p00304
"['E', 'D', 'F', 'H']","['p03029', 'p01655']","['E', 'L', 'D', 'O', 'P', 'F', 'H', 'I', 'J', 'C']",[1 1 1 1 0 1 1 1 0 1 0 0 1 1 0 0 0],p00305
"['G', 'D']",['p02026'],"['G', 'D', 'C']",[1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p00306
"['H', 'J']","['p04797', 'p01005']","['H', 'J']",[0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0],p00307
"['G', 'D']","['p02721', 'p03548']","['G', 'D']",[0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p00308
"['G', 'E']","['p00051', 'p02035']","['E', 'D', 'F', 'H', 'G']",[0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0],p00309
['J'],"['p02755', 'p00252', 'p04369']","['E', 'L', 'D', 'O', 'R', 'J', 'C']",[1 1 1 0 0 0 0 1 0 1 0 0 1 0 0 1 0],p00311
"['E', 'L', 'D', 'O', 'F']","['p02222', 'p02850', 'p02374']","['E', 'L', 'D', 'O', 'F']",[0 1 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0],p00312
"['Q', 'N', 'J']",['p01438'],"['E', 'L', 'D', 'O', 'P', 'N', 'H', 'Q', 'J', 'Z']",[0 1 1 0 0 1 0 1 0 1 0 1 1 1 1 0 1],p00313
"['K', 'L', 'D', 'O', 'P', 'N', 'H', 'I', 'R', 'M', 'J', 'C', 'G']","['p00768', 'p01041', 'p03921', 'p04368', 'p04176', 'p01705', 'p04904', 'p04809', 'p02934', 'p04377', 'p04005', 'p05559', 'p04300', 'p04276', 'p02803', 'p01412']","['E', 'K', 'L', 'D', 'O', 'P', 'F', 'N', 'H', 'I', 'R', 'M', 'Q', 'J', 'C', 'G', 'Z']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],p00314
"['D', 'C']","['p03410', 'p04366', 'p04479']","['E', 'K', 'D', 'O', 'J', 'C']",[1 1 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0],p00317
"['D', 'C']","['p04385', 'p02636', 'p02296']","['E', 'D', 'O', 'I', 'Q', 'C']",[1 1 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0],p00318
['O'],"['p01317', 'p05161']","['E', 'L', 'D', 'O', 'H', 'I', 'Q', 'J']",[0 1 1 0 0 1 1 1 0 1 0 0 1 0 1 0 0],p00319
"['L', 'D', 'O', 'F', 'R']","['p01031', 'p05037', 'p00476', 'p01148', 'p01925', 'p03866']","['K', 'L', 'D', 'O', 'P', 'F', 'N', 'H', 'R', 'J', 'C']",[1 1 0 1 0 1 0 1 1 1 0 1 1 1 0 1 0],p00320
"['J', 'C']",['p05667'],"['J', 'C']",[1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],p00321
"['F', 'L']","['p01408', 'p01944']","['E', 'L', 'D', 'F', 'H', 'R', 'J', 'C']",[1 1 1 1 0 1 0 1 0 1 0 0 0 0 0 1 0],p00323
"['D', 'C']",['p04825'],"['K', 'D', 'C']",[1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],p00324
"['E', 'D', 'H', 'G']","['p04957', 'p02352']","['G', 'E', 'H', 'D']",[0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0],p00325
"['E', 'L', 'D', 'O', 'F', 'N', 'G']","['p00903', 'p02003', 'p00276', 'p04311', 'p00462', 'p05093', 'p04119', 'p05395']","['E', 'L', 'D', 'O', 'F', 'N', 'H', 'R', 'M', 'J', 'C', 'G']",[1 1 1 1 1 1 0 1 0 1 1 1 1 0 0 1 0],p00327
"['F', 'L', 'D', 'O']","['p02190', 'p00684', 'p01140', 'p02685', 'p01491', 'p05030', 'p04726', 'p02749', 'p04469', 'p04242', 'p01601', 'p02156']","['E', 'L', 'D', 'O', 'P', 'F', 'N', 'H', 'R', 'J', 'G']",[0 1 1 1 1 1 0 1 0 1 0 1 1 1 0 1 0],p00329
"['E', 'C']",['p05158'],"['E', 'C']",[1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p00330
['D'],"['p02623', 'p01107', 'p03442']","['E', 'D']",[0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p00331
"['I', 'D', 'C']","['p00029', 'p00913']","['C', 'D', 'I']",[1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],p00334
"['L', 'C']","['p05107', 'p03886']","['L', 'C']",[1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p00335
"['K', 'L', 'D']",['p02451'],"['K', 'L', 'D']",[0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0],p00336
"['G', 'D']",['p03751'],"['G', 'L', 'D', 'C']",[1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],p00337
"['G', 'K', 'L', 'O']","['p01661', 'p03370']","['G', 'K', 'L', 'O']",[0 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0],p00338
"['G', 'R', 'N', 'E']","['p02908', 'p03825']","['E', 'D', 'N', 'H', 'R', 'G']",[0 1 1 0 1 1 0 0 0 0 0 1 0 0 0 1 0],p00339
"['D', 'C']","['p03228', 'p04178']","['D', 'N', 'H', 'J', 'C']",[1 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0],p00341
"['H', 'J', 'I']",['p03492'],"['K', 'N', 'H', 'I', 'J']",[0 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0],p00342
"['K', 'H']",[],"['K', 'H']",[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0],p00343
"['J', 'C']",['p03653'],"['E', 'J', 'C']",[1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0],p00345
"['E', 'D', 'H', 'J']",['p00175'],"['E', 'L', 'D', 'H', 'M', 'J']",[0 1 1 0 0 1 0 1 0 1 1 0 0 0 0 0 0],p00346
['E'],"['p02666', 'p05451']",['E'],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p00348
['G'],"['p02497', 'p02060']",['G'],[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p00349
['C'],['p04951'],"['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p00350
"['E', 'D', 'I', 'C', 'G']","['p00930', 'p02807', 'p01209', 'p00724', 'p01806', 'p03449', 'p04142', 'p02288', 'p00797']","['E', 'L', 'D', 'H', 'I', 'J', 'C', 'G']",[1 1 1 0 1 1 1 1 0 1 0 0 0 0 0 0 0],p00351
"['F', 'N', 'J', 'O']",['p03986'],"['D', 'O', 'F', 'N', 'J', 'G', 'Z']",[0 1 0 1 1 0 0 1 0 0 0 1 1 0 0 0 1],p00352
"['L', 'D', 'F', 'J', 'C']","['p02047', 'p04121', 'p03110', 'p04071']","['L', 'D', 'O', 'F', 'J', 'C']",[1 1 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0],p00353
"['L', 'D', 'H', 'J', 'C']","['p01067', 'p01874', 'p04269', 'p02236', 'p03926', 'p01252', 'p01516', 'p03092', 'p04346', 'p04501']","['E', 'K', 'L', 'D', 'O', 'H', 'I', 'R', 'M', 'J', 'C', 'G']",[1 1 1 0 1 1 1 1 1 1 1 0 1 0 0 1 0],p00355
"['G', 'F', 'C']",['p04017'],"['G', 'F', 'C']",[1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],p00357
"['D', 'H']",['p01592'],"['D', 'H', 'I']",[0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0],p00358
"['D', 'C']",['p05569'],"['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p00359
"['D', 'J']","['p00720', 'p04986']","['D', 'J']",[0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],p00361
"['D', 'O']","['p02308', 'p00535', 'p03278']","['C', 'K', 'D', 'O']",[1 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0],p00362
"['D', 'H', 'J', 'C']",['p01878'],"['L', 'D', 'H', 'M', 'J', 'C']",[1 1 0 0 0 1 0 1 0 1 1 0 0 0 0 0 0],p00363
"['G', 'D']",[],"['G', 'D']",[0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p00364
"['Q', 'L', 'D']",['p02319'],"['L', 'D', 'H', 'I', 'Q']",[0 1 0 0 0 1 1 0 0 1 0 0 0 0 1 0 0],p00365
"['L', 'D', 'H', 'Q', 'R']","['p03908', 'p05023', 'p01577']","['E', 'L', 'D', 'H', 'Q', 'R']",[0 1 1 0 0 1 0 0 0 1 0 0 0 0 1 1 0],p00366
"['D', 'J']","['p02183', 'p01372']","['K', 'L', 'D', 'O', 'H', 'I', 'J', 'C']",[1 1 0 0 0 1 1 1 1 1 0 0 1 0 0 0 0],p00367
"['G', 'D']","['p03850', 'p05048', 'p00155', 'p00427']","['G', 'D']",[0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p00368
['C'],['p05552'],['C'],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p00369
['D'],['p05357'],['D'],[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p00370
"['K', 'L', 'D', 'H', 'C', 'G']","['p05641', 'p03392', 'p02696', 'p02184', 'p02185', 'p01901', 'p03358', 'p02565', 'p05488', 'p04195', 'p02766']","['E', 'K', 'L', 'D', 'F', 'H', 'I', 'M', 'J', 'C', 'G', 'Z']",[1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1],p00373
"['D', 'C']","['p02070', 'p00626']","['K', 'D', 'I', 'J', 'C']",[1 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0],p00374
"['L', 'D', 'O']",['p05530'],"['E', 'L', 'D', 'O', 'F', 'H', 'G']",[0 1 1 1 1 1 0 0 0 1 0 0 1 0 0 0 0],p00375
"['C', 'F', 'D', 'I']",[],"['F', 'I', 'D', 'C']",[1 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0],p00379
['D'],['p02637'],['D'],[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p00380
"['G', 'L', 'E']","['p04236', 'p04476', 'p02841', 'p02464', 'p05132']","['E', 'L', 'O', 'F', 'M', 'J', 'G']",[0 0 1 1 1 0 0 1 0 1 1 0 1 0 0 0 0],p00381
"['P', 'D', 'C']","['p05231', 'p00120']","['D', 'P', 'F', 'H', 'R', 'C']",[1 1 0 1 0 1 0 0 0 0 0 0 0 1 0 1 0],p00382
['O'],['p01290'],"['D', 'O', 'H', 'I', 'Q', 'J', 'C']",[1 1 0 0 0 1 1 1 0 0 0 0 1 0 1 0 0],p00383
"['F', 'D']","['p05382', 'p00473', 'p05204', 'p01201', 'p00604']","['D', 'F', 'N', 'J', 'C', 'Z']",[1 1 0 1 0 0 0 1 0 0 0 1 0 0 0 0 1],p00385
['H'],"['p03917', 'p00908']",['H'],[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],p00386
"['G', 'E', 'H']","['p03775', 'p01187', 'p05237']","['E', 'D', 'O', 'F', 'N', 'H', 'I', 'Q', 'J', 'C', 'G']",[1 1 1 1 1 1 1 1 0 0 0 1 1 0 1 0 0],p00387
"['E', 'L', 'O', 'F', 'J']","['p02367', 'p03177', 'p04850']","['E', 'L', 'O', 'F', 'J']",[0 0 1 1 0 0 0 1 0 1 0 0 1 0 0 0 0],p00389
"['N', 'J', 'I']","['p04853', 'p00048', 'p02764']","['E', 'O', 'N', 'I', 'R', 'M', 'J', 'G']",[0 0 1 0 1 0 1 1 0 0 1 1 1 0 0 1 0],p00390
"['D', 'C']","['p01672', 'p02104', 'p01452']","['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p00391
"['D', 'C']","['p01385', 'p01242']","['M', 'J', 'D', 'C']",[1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0],p00392
"['G', 'D']","['p00096', 'p05554']","['G', 'D']",[0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p00395
"['G', 'F']","['p05081', 'p04606']","['G', 'F', 'E']",[0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0],p00397
"['H', 'I']","['p03056', 'p00897']","['D', 'O', 'H', 'I', 'M', 'J', 'C']",[1 1 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0],p00398
"['J', 'I']","['p05199', 'p05379', 'p00897']","['D', 'O', 'H', 'I', 'M', 'J', 'C']",[1 1 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0],p00399
"['G', 'E', 'D']","['p04008', 'p04307']","['G', 'E', 'D']",[0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p00401
"['E', 'M', 'J']","['p03671', 'p02569', 'p02090', 'p03635']","['E', 'L', 'D', 'F', 'H', 'R', 'M', 'J']",[0 1 1 1 0 1 0 1 0 1 1 0 0 0 0 1 0],p00402
"['D', 'J', 'I']","['p01147', 'p00917']","['D', 'O', 'I', 'J', 'C']",[1 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0],p00403
"['E', 'D']",[],"['E', 'D']",[0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p00404
"['D', 'K', 'H']","['p01813', 'p03946']","['E', 'K', 'D', 'O', 'P', 'N', 'H', 'J', 'G']",[0 1 1 0 1 1 0 1 1 0 0 1 1 1 0 0 0],p00407
"['G', 'M']",['p05288'],"['G', 'M', 'R', 'D']",[0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0],p00408
['C'],['p01385'],"['M', 'J', 'D', 'C']",[1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0],p00409
['G'],"['p04293', 'p02854']",['G'],[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p00410
"['E', 'D', 'J']","['p02758', 'p02243']","['E', 'D', 'H', 'I', 'R', 'J', 'C']",[1 1 1 0 0 1 1 1 0 0 0 0 0 0 0 1 0],p00414
"['G', 'D']",['p02340'],"['G', 'D']",[0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p00416
"['D', 'C']","['p02236', 'p01252', 'p01383']","['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p00417
"['G', 'L', 'D', 'C']","['p02399', 'p04112', 'p01219']","['K', 'L', 'D', 'F', 'R', 'C', 'G']",[1 1 0 1 1 0 0 0 1 1 0 0 0 0 0 1 0],p00420
"['M', 'L', 'D', 'O']","['p01280', 'p03792']","['L', 'D', 'O', 'Q', 'M', 'C', 'G', 'Z']",[1 1 0 0 1 0 0 0 0 1 1 0 1 0 1 0 1],p00422
"['E', 'H']","['p05161', 'p02912']","['E', 'H', 'O']",[0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0],p00423
"['L', 'D']","['p01816', 'p04494']","['G', 'L', 'D']",[0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],p00425
"['E', 'D', 'G']","['p01403', 'p00213']","['G', 'E', 'R', 'D']",[0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0],p00426
['D'],['p00368'],"['G', 'D']",[0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p00427
"['E', 'J']",['p03448'],"['E', 'G', 'J', 'O']",[0 0 1 0 1 0 0 1 0 0 0 0 1 0 0 0 0],p00428
"['E', 'Z', 'J']","['p03925', 'p00437', 'p03578']","['E', 'K', 'L', 'D', 'O', 'P', 'F', 'H', 'J', 'C', 'G', 'Z']",[1 1 1 1 1 1 0 1 1 1 0 0 1 1 0 0 1],p00430
"['E', 'L', 'D', 'O', 'J']","['p04212', 'p01198', 'p05363', 'p05262', 'p02148', 'p04276', 'p04486']","['E', 'K', 'L', 'D', 'O', 'P', 'F', 'N', 'H', 'I', 'Q', 'M', 'J', 'C', 'G']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0],p00432
"['D', 'L', 'H']","['p04634', 'p03143', 'p03457']","['D', 'L', 'H']",[0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0],p00435
"['G', 'D', 'J', 'E']","['p04608', 'p01928', 'p04016', 'p04378', 'p03925', 'p03371', 'p00430']","['E', 'L', 'D', 'H', 'J', 'C', 'G', 'Z']",[1 1 1 0 1 1 0 1 0 1 0 0 0 0 0 0 1],p00437
"['F', 'O']",['p01753'],"['F', 'O']",[0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0],p00438
['E'],['p02189'],['E'],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p00440
"['G', 'D', 'C']",['p03360'],"['G', 'D', 'C']",[1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p00442
"['D', 'J', 'C']","['p00533', 'p03692', 'p01085']","['D', 'P', 'F', 'I', 'J', 'C', 'G']",[1 1 0 1 1 0 1 1 0 0 0 0 0 1 0 0 0],p00444
['D'],"['p04392', 'p05253']","['Z', 'D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],p00445
"['D', 'C']","['p03402', 'p03088']","['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p00446
"['K', 'D', 'H', 'I', 'C']","['p00601', 'p03199', 'p01017', 'p01372']","['K', 'L', 'D', 'O', 'H', 'I', 'J', 'C', 'Z']",[1 1 0 0 0 1 1 1 1 1 0 0 1 0 0 0 1],p00447
"['Z', 'I']","['p02348', 'p04952']","['D', 'I', 'R', 'Q', 'Z']",[0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1],p00452
"['K', 'L', 'O']","['p01038', 'p03444']","['K', 'L', 'O', 'H', 'I', 'J', 'G']",[0 0 0 0 1 1 1 1 1 1 0 0 1 0 0 0 0],p00453
